"gene","module"
"PSME1","brown"
"DMKN","blue"
"EXO1","brown"
"112268463","turquoise"
"PNMA1","turquoise"
"KLRC1","grey"
"DNAJC12","red"
"FOXD1","brown"
"STX1A","yellow"
"L1CAM","pink"
"CYP7B1","tan"
"LOC105373265","turquoise"
"LINC01050","turquoise"
"OIT3","magenta"
"DYNC1I1","green"
"SPHK1","black"
"CHSY1","turquoise"
"TRR-ACG1-2","black"
"C1orf54","turquoise"
"CAPN15","grey"
"PZP","purple"
"EBF3-AS1","turquoise"
"SPMIP1","turquoise"
"NUGGC","purple"
"MFNG","brown"
"LOC107987338","brown"
"DDX11","grey"
"PDE1A","turquoise"
"PID1","tan"
"SERPINB8","brown"
"FOXC2","green"
"UQCRQ","red"
"105378046","blue"
"102724143","blue"
"HGF","turquoise"
"LY86","turquoise"
"PLAAT3","turquoise"
"RPS17","red"
"TES","brown"
"TSNARE1","blue"
"LOC102723716","black"
"LRP3","blue"
"PLS3","turquoise"
"KCNB2","pink"
"IFIT2","turquoise"
"MIR17HG","blue"
"EVL","green"
"SNORA80D","red"
"CD5","turquoise"
"TRBVB","blue"
"TNFRSF14","yellow"
"PSMB8-AS1","brown"
"HSD11B1","turquoise"
"TNIK","yellow"
"SH3TC1","turquoise"
"KMO","turquoise"
"NEFM","pink"
"CCR5","turquoise"
"IGSF11","blue"
"RNU12","red"
"FGF19","turquoise"
"SPATA13","blue"
"PAQR6","black"
"TXNDC17","brown"
"RPL18A","red"
"UNC5B-AS1","brown"
"TEF","blue"
"RTP4","brown"
"RAB5IF","brown"
"H2AC20","brown"
"ALOX15B","brown"
"ZFPM2-AS1","turquoise"
"GATA3","turquoise"
"CACNG4","turquoise"
"FCHO1","brown"
"LOC105372031","turquoise"
"PRAG1","brown"
"PRRG4","brown"
"PPP1R16A","grey"
"A2M-AS1","turquoise"
"FRG2C","blue"
"SCGB1B2P","blue"
"UNC5C","turquoise"
"SNORD114-20","red"
"NAP1L3","turquoise"
"ACOT11","yellow"
"MARVELD3","blue"
"TCEAL2","pink"
"ALDOA","brown"
"RASIP1","blue"
"POU2F2","turquoise"
"KIF19","salmon"
"AFAP1","brown"
"HSPB8-AS1","black"
"CTLA4","turquoise"
"MS4A2","turquoise"
"COL15A1","turquoise"
"CACNB2-AS2","blue"
"PPP1R12B","green"
"SLC16A9","grey"
"FAM216B","turquoise"
"RBP7","tan"
"SERPINB1","red"
"CNIH1","brown"
"RNF152","turquoise"
"MYOM3","yellow"
"PKP2","yellow"
"LOC102723409","blue"
"PITPNM1","yellow"
"DNAH2","brown"
"CDH22","blue"
"PPFIA4","turquoise"
"NOX1","brown"
"NIPAL4","greenyellow"
"FCAR","black"
"CPVL","turquoise"
"LOC107987244","black"
"DSCAM","pink"
"CMTM6","brown"
"PTCHD4","turquoise"
"PCDHB4","blue"
"TGFBR1","turquoise"
"KRT18","yellow"
"BTN3A3","brown"
"LOC105374618","tan"
"ARHGAP24","blue"
"PRKCG","salmon"
"PRR16","turquoise"
"LOC105375468","blue"
"MYO5B","yellow"
"112268047","turquoise"
"GSDME","greenyellow"
"DDI1","blue"
"FERMT3","turquoise"
"BEAN1","turquoise"
"NOXA1","blue"
"GAPT","turquoise"
"LOC112694756","brown"
"PEA15","turquoise"
"H4C13","turquoise"
"GPSM1","blue"
"ARHGAP11A","brown"
"BEND6","turquoise"
"SLC35A3","brown"
"CD81","tan"
"107985120","turquoise"
"PVRIG","blue"
"GNG11","turquoise"
"DIO3OS","green"
"NOSTRIN","blue"
"ZNF423","tan"
"BTLA","turquoise"
"PAX6","pink"
"TUBB4B","brown"
"CNTFR","green"
"LOC105377408","brown"
"LOC107986116","turquoise"
"SCHIP1","turquoise"
"LOC100128653","black"
"TMEM63C","blue"
"SNORA25","red"
"ERMN","turquoise"
"SLC52A3","brown"
"RPS3A","red"
"LOC105373177","blue"
"ANGPT1","green"
"LOC110091776","blue"
"SLFN11","turquoise"
"PLD4","greenyellow"
"SNORD8","red"
"ZFP57","turquoise"
"PRODH","magenta"
"NMI","brown"
"LOC105375244","turquoise"
"NDFIP2","brown"
"USP32P2","grey"
"KIF20B","brown"
"NFATC4","turquoise"
"LOC105377225","purple"
"HAGHL","brown"
"RPS28","grey"
"KBTBD8","brown"
"CFC1B","pink"
"SLCO1B7","greenyellow"
"KIAA0319","blue"
"LVRN","green"
"SLC26A7","blue"
"C8orf34-AS1","blue"
"PRIMA1","green"
"LOC107984089","brown"
"LOC107986847","yellow"
"C6orf141","brown"
"GREM2","purple"
"LRRC18","turquoise"
"RNF5P1","blue"
"PKNOX2","blue"
"UNC13C","green"
"107984617","black"
"RANBP3L","green"
"CHIT1","turquoise"
"C12orf75","grey"
"LIMS1","turquoise"
"MCTP1","turquoise"
"ARHGAP45","turquoise"
